productID,product_title,image_url
3433811,Nykaa Vitamin C PM Regime with Skin Secret Rice Water & Vitamin C Sleeping Mask + Facial Ice Globes,https://www.nykaa.com/nykaa-vitamin-c-pm-regime-with-skin-secret-rice-water-vitamin-c-sleeping-mask-facial-ice-globes/p/3433811
343888,Nykaa Mermaid Squad Pouch,https://www.nykaa.com/nykaa-mermaid-squad-pouch/p/343888
3445855,Nykaa Nail Enamel Combos- Barefoot Stroll + Purple Unicorn + Hasta La Pista Creme,https://www.nykaa.com/nykaa-barefoot-stroll-purple-unicorn-hasta-la-pista-creme-nail-enamel-combos/p/3445855
3445858,Nykaa Cosmetics Breathable Nail Enamel Combo-Easy Nude + Dreamy Dahlia,https://www.nykaa.com/nykaa-easy-nude-pure-pink-breathable-nail-enamel-combo/p/3445858
3446264,Nykaa So Matte! Mini Lipstick - 17 M Cranberry Sangria,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-17-m-cranberry-sangria/p/3446264
3446266,Nykaa Ultra Matte Mini- Cher 14,https://www.nykaa.com/nykaa-ultra-matte-mini-cher/p/3446266
3446267,Nykaa Ultra Matte Mini- Marilyn - 10,https://www.nykaa.com/nykaa-ultra-matte-mini-marilyn/p/3446267
347361,Nykaa SKINgenius BB Cream SPF30 - Soft Beige 02,https://www.nykaa.com/nykaa-skingenius-bb-cream-spf30-soft-beige-02/p/347361
347365,Nykaa SKINgenius BB Cream SPF30,https://www.nykaa.com/nykaa-skingenius-bb-cream-spf30/p/347365
3494211,Nykaa Naturals Reetha & Shikakai Shampoo For Dull & Brittle Hair - Pack Of 2,https://www.nykaa.com/nykaa-naturals-reetha-shikakai-shampoo-for-dull-brittle-hair-pack-of-2/p/3494211
3494214,Nykaa Naturals 5 Shampoo Combo-Onion +Apple Cider Vinegar +Amla +Fermented Rice Water+Reetha,https://www.nykaa.com/nykaa-naturals-shampoo-combo-5-solutions-to-5-concerns/p/3494214
353883,Maybelline New York Lasting Drama Light Eyeliner Pencil,https://www.nykaa.com/maybelline-new-york-lasting-drama-light-eyeliner-pencil/p/353883
353931,L'Oreal Paris True Match BB Cream,https://www.nykaa.com/l-oreal-paris-true-match-bb-creams/p/353931
3597383,Nykaa Cosmetics Gel Shine Manicure- Nail Lacquer + Nail Care + Nail Enamel Remover,https://www.nykaa.com/nykaa-cosmetics-gel-shine-manicure/p/3597383
3597385,Nykaa Cosmetics Pastel Manicure Kit,https://www.nykaa.com/nykaa-cosmetics-pastel-manicure-kit/p/3597385
361744,NYX Professional Makeup Powder Puff Lippie Cream,https://www.nykaa.com/nyx-professional-makeup-powder-puff-lippie-cream/p/361744
3621132,Get Party Ready With Kay Beauty Lip Liner - Dance Off & Matte Lipstick - Premier,https://www.nykaa.com/get-party-ready-with-kay-beauty-lip-liner-dance-off-matte-lipstick-premier/p/3621132
3621135,Kay Beauty Matte Lips Combo - Lip Crayon - Wee Hours & Matte Lipstick - Backstage,https://www.nykaa.com/kay-beauty-matte-lips-combo-lip-crayon-wee-hours-matte-lipstick-backstage/p/3621135
3626216,Nykaa Love Struck Skip A Beat Body Lotion + Perfume,https://www.nykaa.com/nykaa-love-struck-skip-a-beat-body-lotion-perfume/p/3626216
36379,L'Oreal Paris Infallible Mega Gloss,https://www.nykaa.com/l-oreal-paris-infallible-mega-gloss/p/36379
3652978,Nykaa Cosmetics BlendPro Highlighting Fan Makeup Brush & Foundation Makeup Brush Combo,https://www.nykaa.com/nykaa-blendpro-highlighting-fan-makeup-brush-foundation-makeup-brush-combo/p/3652978
3705524,Masaba Signature Kit - Lipstick + Nail Paint + Mini Perfume,https://www.nykaa.com/masaba-signature-kit-lipstick-nail-paint-mini-perfume/p/3705524
