review_id,product_id,user_id,rating,title,review_text
10054,142,U10054,5.0,Must buy,foundation fair shine applied
10055,142,U10055,5.0,Awesome product,coverage blend smoothly
10056,142,U10056,5.0,Perfect!,blend matches perfectly
10057,142,U10057,5.0,Must buy...,confuse buy not cuz super oily finding big task youtubers follow eho similar complexion mine show review mixing findation suggestion multiple checking youtubers big no no oily no problem finally bought mix darker foundation light word review foundation lightweight dewy lasting upto hour kind finsh no artificial find no transfer mask set compact setting spray never thought suit osm match single current favourite
10058,142,U10058,5.0,Very good,searching foundation finally
10059,142,U10059,5.0,Wow!,dry apply oil beneath layer foundation dewy
10060,142,U10060,5.0,110n light,natural hydrating dewy finish
10061,142,U10061,5.0,Awesome,superp medium hydrating
10062,142,U10062,5.0,Wow,worth hype loving
10063,142,U10063,5.0,120y light,foundation till vanity
10064,142,U10064,5.0,Best foundation,not cakey apply face
10065,142,U10065,5.0,Its so good !!,hydrating foundation foundation general maybelline fit not suit perfectly formula
10066,142,U10066,5.0,"Get it, do not hesitate",kay foundation absolutely gorgeous pleased wanted tint kay deliver lil expensive worth def
10067,142,U10067,5.0,Great for dry skin,dry person hydrate packaging coverage sheer everyday consistency slightly thick worth price
10068,142,U10068,5.0,Works on sensetive skin,boon oily sensitive type translucent powder set pro con foundation pro not oxidize day set powder not oily work sensetive blend feel hydrating college student con price
10069,142,U10069,5.0,Nice,foundation price friend recommended mac nc match job kay team
10070,142,U10070,5.0,Very very satisfied,find foundation happy buy
10071,142,U10071,5.0,On point !,light weight foundation buildable everyday wear mac nc
10072,142,U10072,5.0,The creamiest foundation,foundation dry dewy hydrate finish texture creamy hydrating blend dream light weight not flaky set light coverage foundation buildable not oxidise
10073,142,U10073,4.0,Perfect hydrating foundation,not give alot coverage winter bless maybelline fit fit
10074,142,U10074,4.0,Nice!!,light medium coverage
10075,142,U10075,4.0,Awesome,foundation life
10076,142,U10076,4.0,100P,hyderating blend pump sponge
10077,142,U10077,4.0,105y light,foundation not suit fair foundation orange side picture understand foundation dark fairer side no
10078,142,U10078,4.0,glides like butter .,mac nc initially purchase tan dark quality butter texture foundation finish purchase medium omg match mac estee lauder foundation reach daily basis finish blend omg quality mind blowing katrina kaif bringing high quality affordable rate girls afforadable request launch primer brand
10079,142,U10079,4.0,105 y light,foundation bcoz not feel apply face hydrate medium sheer coverage foundation reason buying bcoz give natural finish hyaluronic acid hydrate lil bit
10080,142,U10080,4.0,Natural finish😍,sheer medium coverage foundation natural finish foundation hydrating dry visit youtube channel full review
10081,142,U10081,4.0,Hydrating and medium covering foundation,kay beauty foundation foundation hydrating nykaa
10082,142,U10082,4.0,Wow,tan match meybelline fit light weight blend beautifully
10083,142,U10083,4.0,Best price and best product,coverage pink amount day day
10084,142,U10084,5.0,Wow!,purchsed surprise match light weight not expecting indian company quality top international brand katrina
10085,142,U10085,5.0,Very nice,natural coverage finish hydrating not feel oily
10086,142,U10086,5.0,Best foundation ever,foundation hydrate
10087,142,U10087,5.0,I love this foundation,fav foundation natural light weight
10088,142,U10088,5.0,Coolest foundation ever,awesome foundation stay hydrate
10089,142,U10089,5.0,Love u Katrina,bn kay beauty problem dem nothing bad happen dey ingredient guess huge request katrina plz plz plz not change quality india blindly trust kay beauty dem bio lab dis cosmetic lil sceptical confidently job
10090,142,U10090,5.0,Awesome Product,texture easily blend finish
10091,142,U10091,5.0,Heads Up,coverage foundation light not greasy daily blending face neck part
10092,142,U10092,5.0,150 tan,absolutely wonderful nykaa blend not leave sticky nor patchy application not feel heavy choice smaller size
10093,142,U10093,5.0,Foundation,owsm formula
10094,142,U10094,5.0,Must use,light not feel foundation not cover blemishes dark circle properly quality natural
10095,142,U10095,5.0,So awesome,wonderful foundation hydrating totally coverage medium build lasting
10096,142,U10096,5.0,Perfect foundation,not similar consistency feel moisturizer
10097,142,U10097,5.0,Kay,kay thought purchase
10098,142,U10098,5.0,Love it,mt hydrating application waste money correct finally find kay beauty
10099,142,U10099,5.0,Kay beauty foundation,hydrating foundation light blend easily foundation kay beauty
10100,142,U10100,5.0,Foundation,medium coverage easily blendable finger blend
10101,142,U10101,5.0,Superb,foundation creamy base light wear
10102,142,U10102,5.0,Good foundation,foundation past month happy infact kay beauty bit pricey worth buy foundation light daily kind build heavier natural choose coverage medium daily packaging formula smell buy
10103,142,U10103,5.0,Bang On!,bang kay katrina not feel caky powdery face wearing natural compare nars foundation famous sheer coverage
10104,142,U10104,5.0,Suits my skin so well,skeptical bought review glad foundation high end brand
10105,142,U10105,5.0,"Sheer finish, low coverage and light on skin.",matches perfectly
10106,142,U10106,5.0,Long lasting,blend natural lasting hour select give finish radiant
10107,142,U10107,3.0,130y medium,expected bit medium dark
10108,142,U10108,3.0,Overpriced,price not fair quality
10109,142,U10109,3.0,Sheer coverage,sheer coverage not suitable problematic texture
10110,142,U10110,3.0,It's ok.,turn grey not difficult online formulation
10111,142,U10111,3.0,Liked it,medium coverage day not buy full coverage foundation
10112,142,U10112,3.0,Best for natural and no makeup makeup look!!!!,fact formulation extremely natural finish touch dewiness drawback coverage sheer building not fully medium
10113,142,U10113,3.0,Like the shade,fair pink undertone foundation hard find however not moisturizing worst oxidizes
10114,142,U10114,3.0,Medium coverage foundation,medium coverage bt not lasting oily sweat alot post application
10115,142,U10115,3.0,decent but not that great,decent overhyped subtle healthy glow not pigment darker nykaa store guy give matches face dark looked mom maybelline fit
10116,142,U10116,3.0,Its brown,dark not ment fair people disappointed not return
10117,142,U10117,3.0,Not so good as per price,coverage dry not money
10118,142,U10118,3.0,This is just an expensive BB creme!!,star feel cover nothing
10119,142,U10119,3.0,Okay,oily combination type stay type combination t-zone oily dry patches corner mouth large pore cheek reference natural buff sand beige fit l'oreal fresh wear golden sun suit perfectly milani conceal sand beige match ordered foundation women's day sale receive delivery hrs foundation everday ytan darker complexion match pro foundation light weight not feel heavy feel sheer buildable medium coverage demi matte finish not transfer lot wide range choose con hrs wearing pore hrs start clinging dry patches oily sweaty oxidises oily combination holy grail foundation dry normal people oily combination people place investing money
10120,142,U10120,3.0,Not a fan,formula not kay beauty not formula greasy hardly coverage bb cream not oily range however excellent
10121,142,U10121,3.0,Not worth the money,not worth hype average quality foundation however matches perfectly
10122,142,U10122,3.0,Gud 4 dry skin,hydrating foundation flawless gorgeous
10123,142,U10123,3.0,"Low coverage foundation, not too hydrating",decent natural foundation dry thought option cuz suppose hydrating not hydrating expected cuz felt dry
10124,142,U10124,3.0,Could be better!,delivered today high hope expecting gorgeous dewy finish not work expectation not foundation sits extremely matte combination prep rich moisturizers give foundation fair chance multiple final opinion foundation not dull unhealthy reading positive review risk thinking wear regular basis hydrating formula disappointing
10125,142,U10125,4.0,Its Good,crayon lipstick free
10126,142,U10126,4.0,Nice,finish exact oxidise giving glow
10127,142,U10127,4.0,Kay foundation shade105y,foundation brand awesome glow helpful dry
10128,142,U10128,5.0,Amazing,formula start no back foundation
10129,142,U10129,5.0,Very good,nc absolutely matches light weight finish coverage medium buildable not cakey worth price
10130,142,U10130,5.0,Blends like a dream,not feel cakey not dry feel hydrating stay blend beautifully
10131,142,U10131,5.0,Superb,foundation foundation
10132,142,U10132,5.0,Light weight one,dark complexion ordered cover pigmentation bought sale discount pump not working suitable type kay beauty
10133,142,U10133,5.0,Awesome finishing perfect shade for my skin,foundation dis excellent finishing flawless simple classy packaging bottle carry
10134,142,U10134,5.0,Best for daily wear!!!,packaging range indian medium coverage light weight wanted daily wear serve purpose natural beautifully absorbed glow not sweat transferrable proof foundation mask wear stayed absorbed never looked strange remove mask looked
10135,142,U10135,5.0,hydrating,feel light recommend people mac nc
10136,142,U10136,5.0,Kay Beauty Hydrating Foundation - 120Y Light,awesome light provide maximum coverage happy kay beauty
10137,142,U10137,3.0,Not worth the price,combination foundation glide easily apply not break hour foundation settle smile line fine line eye though powdered face foundation application foundation transferable not cover acne mark dark circle layer application matches maybelline fit nc mac studio fix foundation people clear wrinkle prefer maybelline fit cover mark pricey not foundation price high waste money buying foundation
10138,142,U10138,5.0,Wow,glowy dewy foundation extremely lightweight
10139,142,U10139,3.0,Got wrong shade,lot yt videos review becuz not decide exact finally ended no difference applying foundation sceptical medium coverage natural usage personally feel not recommended higher special mention kaybeauty team pls open store choose
10140,142,U10140,4.0,So hydrating,foundation subtle glow
10141,142,U10141,4.0,Good,light weight fragrance clean base
10142,142,U10142,4.0,Buttery texture,texture soft blend easily feel no layer
10143,142,U10143,4.0,Perfect match,foundation light weight dewy finish full coverage layer foundation although
10144,142,U10144,4.0,Impressive- 100p,fan no makeup clean sufficient vegan comedogenic claimed smell not not bad not pleasant disappear
10145,142,U10145,4.0,125Y,not cover flaw give face natural wanted glow everyday suggest lighter oxidise
10146,142,U10146,4.0,Kay Beauty Hydrating Foundation - 145N Medium,giving star not find illuminating advertised sweat resistant medium exact match nc neutral undertone medium complexion absorb sweat proof summer kolkata relate review ladies nykaa find foundation
10147,142,U10147,4.0,Perfect for every day use,hydrating natural find correct buy offer find affordable
10148,142,U10148,4.0,Very nice..,hydrating glowing foundation
10149,142,U10149,4.0,Kay Beauty - 135N Medium,hydrating not control oil stay
10150,142,U10150,4.0,180Y,struggle finding foundation finally find not mix match foundation anymore combination dry part face foundation natural hydrating finish everyday wear oxidize baking find stay face longer usual buffing brush applying foundation coverage
10151,142,U10151,4.0,Hydrating foundation,hydrating not oily add glow face enhance oily oily family coverage
10152,142,U10152,4.0,Goals !,literally foundation goal lightweight easily blendable foundation
10153,142,U10153,4.0,A perfect match!,glide smoothly applied finger however coverage medium
10154,142,U10154,3.0,Not good as review,reading lot review ordered foundation not review normal applying feel oily oxidise feel uncomfortable total waste money money nykaa day matte foundation foundation
10155,142,U10155,3.0,Ok product,pricey side affordable quality
10156,142,U10156,3.0,Average foundation,sheer coverage foundation coverage coverage store foundation price
10157,142,U10157,4.0,Nice,mac nc wanted daily kay light guess light bcz setting brownish not yellow formula
10158,142,U10158,5.0,Natural finish !,blend easily dewy
10159,142,U10159,4.0,Awesome !,not person wear foundation feel heavy not wear expect moisturiser sunscreen foundation hat katrina commendable job glad bought worth penny sheer medium coverage cauz not foundation person budget
10160,142,U10160,4.0,Good,indian texture work oily drawback melt
10161,142,U10161,4.0,My third buy,
10162,142,U10162,4.0,Like a tinted moisturiser,reference loreal paris infallible pro matte applied kay beauty foundation loreal difference loreal foundation oxidise lot hour darker foundation however remain extremely light weight pretty thick applied extremely thin moisturiser glowy problem apply coat coverage favourite wear nc light darker
10163,142,U10163,4.0,Foundation,sheer foundation tad bit darker nc mac
10164,142,U10164,4.0,Womderful,packaging katrina making
10165,142,U10165,4.0,Nice product,medium coverage blend beautifully
10166,142,U10166,4.0,130 Y shade.,suitable indian dusky skintone oxidise dey hydrating formula winter summer delhi melt face medium coverage
10167,142,U10167,4.0,Amazing,skin-like natural finish nc mac maybelline fit bought matches perfectly medium full coverage foundation not layer face heavy thick foundation absolutely
10168,142,U10168,4.0,Medium coverage,matches nc medium coverage foundation dewy finish blend beautifully
10169,142,U10169,4.0,Nice product from kaybeauty,foundation natural pump build desire not dry hydrating
10170,142,U10170,4.0,Very good,type foundation ago happy
10171,142,U10171,3.0,Worst product,not expected pricey
10172,142,U10172,4.0,Good for acne prone/oily/comb skin people too.,bought fair neutral dark suggest formulation buy
10173,142,U10173,5.0,120Y light,formula hydrating blendable dewy finish
10174,142,U10174,5.0,Perfect shade,foundation blend purchase
10175,142,U10175,5.0,Best - 180Y,combination dry foundation matched skintone
10176,142,U10176,5.0,Excellent,god kay beauty nykaa thankyou nykaa iam fitme no sugar cosmetic
10177,142,U10177,5.0,105y,foundation type texture
10178,142,U10178,5.0,Natural look,not heavy coverage average oily
10179,142,U10179,5.0,Best foundation,foundation texture coverage acne prone searching high coverage foundation finally kay beauty foundation nykaa
10180,142,U10180,5.0,Best best bestest foundation,foundation medium glowy quality packaging
10181,142,U10181,4.0,Nice product .must try,natural
10182,142,U10182,5.0,130 y.. totally in love with this foundation.,rating nykaa nykaa experience not person easily satisfied kay beauty foundation indian life find exact match foundation completely light weight
10183,142,U10183,5.0,Just a moisturizer,giving star rating review guy trust not foundation tinted bb cream not coverage feel bought moisturizer foundation not buy foundation trust
10184,142,U10184,5.0,Foundation,foundation lovely blend soo
10185,142,U10185,5.0,Kay Beauty Hydrating Foundation - 130Y Medium,match wheatish not cakey patchy light medium coverage not hide pigmentation though rs feel bit overprice
10186,142,U10186,5.0,Truly Hydrating foundation 🤩,pro super blendable dewy finish comfortable daily wear hydrating cakey streaky super sleek pump packaging con sheer medium coverage not suit oily
10187,142,U10187,5.0,Katrina is a true entrepreneur... <3,hydrating foundation matte finish cake textured not kat wear foundation confidently pump dotted face looked natural thought sheer coverage started blending sponge provide medium coverage wear pump foundation textured medium coverage golden glow feel soft foundation skincare ingredient update pic
10188,142,U10188,5.0,excellent,foundation eve dry textured
10189,142,U10189,5.0,Ravishing,literally competition high end foundation promising dewy finish ultimate fav wear everyday basis bcz sheer coverage case party build
10190,142,U10190,5.0,My new love,giving review month dry foundation face issue flake foundation set moisturization never foundation girl dry nykaa kay beauty
10191,142,U10191,5.0,Beautiful foundation,natural feel foundation
10192,142,U10192,5.0,100p foundation,nykaa team hope review katrina kaif read review guys kay beauty awesome awesome foundation amezing budget kajal superb bought month ago eye daily gal kay beauty completely worth no doubt
10193,142,U10193,5.0,beautiful finish,natural glass finish absolutely
10194,142,U10194,5.0,Excellent,hydrating foundation purchase light suit nc mac not cakey patchy dry mine comfortable lasted decent dry mine suggest
10195,142,U10195,5.0,Best foundation ever used,super creamy apply moisturizer hand super not break highly recommended
10196,142,U10196,5.0,Perfect foundation,hydrating finish not oily
10197,142,U10197,5.0,Perfect,light weight daily sheer medium coverage skintone
10198,142,U10198,5.0,Beautiful dewy foundation,dewy finish hydrating nc tan suit summer bit darker winter summer match foundation coverage medium coverage
10199,142,U10199,5.0,Match,fitme yellow undertone fr neutral bcz category bit orangey fr
10200,142,U10200,5.0,V nice,foundation natural finish no brand match foundation happy nykaa
10201,142,U10201,5.0,The best,foundation brand's foundation glide face oily winter's normal girl not waste money foundation buy nc mac ordered light not give face made-up
10202,142,U10202,5.0,Bestt foundation,kay beauty foundation mousse kind creamy texture medium coverage
10203,142,U10203,5.0,120y,feel tqs kay beauty ans nayka
10204,142,U10204,5.0,Amazing foundation,foundation dry work beauty blender
10205,142,U10205,5.0,Perfect match,match maybelline fit loreal true match
10206,142,U10206,5.0,Kay beauty 115P light,struggle het foundation light dark flaky artificial not change makeup game medium coverage blend amaxing added advantage vegan fit
10207,142,U10207,5.0,A must have!,foundation bomb dewy natural blend easily easily hour huda beauty faux filter foundation butter pecan kay beauty foundation smoother patchy foundation impressed kay beauty
10208,142,U10208,5.0,Best hydrating Foundation,texture absolutely blendable dry completely recommend
10209,142,U10209,5.0,Good,melting nit blend smoothly foundation
10210,142,U10210,5.0,Super amazing,buy superb glide dewy finish dry pigmented watery consistency glide easily natural
10211,142,U10211,5.0,As it says...it works.Amazing,dewy matte finish sensitive sooth give no makeup cool part kudos kaybeauty team
10212,142,U10212,5.0,Love it!,finally find foundation perfectly matches skintone
10213,142,U10213,5.0,Omg!,hydrating foundation full coverage flawless
10214,142,U10214,5.0,Very happy,match feel lightweight brighter
10215,142,U10215,5.0,120Y Light,formulation light finish loving
10216,142,U10216,5.0,Wonderful product.,totally suited natural hydrate
10217,142,U10217,5.0,Gives a natural look,lightweight feel
10218,142,U10218,5.0,Hydration,foundation hydrating light weight wear daily basis
10219,142,U10219,5.0,Jus perfect,blend nicely real finish light weight
10220,142,U10220,5.0,Good,comfortable oily match nc smashbox hydrating foundation
10221,142,U10221,5.0,Second skin finish,lightweight dewy foundation finsh sorted
10222,142,U10222,5.0,Guys go for it..❤️❤️,texture quality foundation
10223,142,U10223,5.0,Dream!,needed foundation dewy sheer build till full coverage matches perfectly
10224,142,U10224,5.0,Best for dry skin,brand foundation dewy finish texture easily blend dry hydrate winter
10225,142,U10225,5.0,Just just love this kay beauty foundation,hie kay beauty foundation blend not greasy not cake type texture feel oily apply kay beauty fabulous
10226,142,U10226,5.0,Just woww,foundation bomb foundation girl nude foundation natural glowy
10227,142,U10227,5.0,For dry to normal skin,no strong smell dewy build full natural foundation packaging
10228,142,U10228,5.0,Best for dry skin,hydrating foundation dry medium coverage
10229,142,U10229,5.0,Kay Beauty Foundation,kay beauty not brand
10230,142,U10230,5.0,In love ❤️,oily foundation extremely light weight hydrating not feel natural kind person blend smoothly not give coverage though
10231,142,U10231,5.0,Hydrating,not high coverage makeup natural removing soft absolutely
10232,142,U10232,5.0,110N light,texture blend seamlessly coverage
10233,142,U10233,5.0,Amazing .,buy foundation blend easily buildable coverage nyka loving
10234,142,U10234,5.0,Best one so far!,describe foundation blend dream totally satisfied apply finger finish wow option everyday no makeup lightweight mac nc tan suit perfectly happy job kay beauty
10235,142,U10235,5.0,Looks like skin !! I love it,sheer buildable coverage finish manage fit
10236,142,U10236,5.0,Woww!!!,formula dewy finish foundation give
10237,142,U10237,5.0,Foundation review,absolute fav texture feel importantly wide range choose
10238,142,U10238,5.0,Perfect,bottle face totally
10239,142,U10239,5.0,Sooo soo good,dewy minimal natural finish work soo blendable finger
10240,142,U10240,3.0,Okay,not cover blemish mark afraid complexion dull
10241,142,U10241,5.0,Shade 110 N Light - Kay Beauty Hydrating Foundation,foundation normal dry natural finish formula delivers hydration medium full coverage
10242,142,U10242,4.0,light foundation,light weight foundation build blend higher coverage natural
10243,142,U10243,5.0,Good Hydrating Foundation,light coverage hydrating foundation suitable oily
10244,142,U10244,5.0,Best foundation,texture formula foundation light feel not wearing face warm undertone
10245,142,U10245,5.0,110N is my shade,quality easily blendable
10246,142,U10246,5.0,Wooo!!!!,favourite foundation hydrating foundation
10247,142,U10247,5.0,Very good foundation 155y tan,hydrating foundation easily blend bought tan perfectly matches
10248,142,U10248,5.0,Awsm foundation,frm dry side suit
10249,142,U10249,5.0,Does what it says,hydrating foundation coverage personally sits star
10250,142,U10250,5.0,Superb foundation,foundation market blend dream stay put place finish guy
10251,142,U10251,5.0,Awesome!!!,absolutely foundation foundation not applied face natural finish not full coverage foundation light medium coverage natural finish
10252,142,U10252,5.0,Nice 👍 long lasting,lasting coverage yellow undertone fair
10253,142,U10253,5.0,Partially coverage,partially coverage foundation trust blend face
10254,142,U10254,5.0,A bit dark,formulation foundation bit darker mix lighter alright looked night
10255,142,U10255,5.0,Excellent,not oxidise glow face
10256,142,U10256,5.0,Too good,foundation light coverage
10257,142,U10257,5.0,great product,mother hydrate natural finish quality kay beauty
10258,142,U10258,5.0,Amazing 😊,butter easliy face medium medium
10259,142,U10259,5.0,Skin like finish,foundation extremely finish however buildable medium coverage match maybelline
10260,142,U10260,5.0,Feel natural..,foundation blend dream light weight consistency regular mediam coverage foundation matches
10261,142,U10261,5.0,Kay Beauty Hydrating Foundation - 120Y Light,foundation dry
10262,142,U10262,5.0,30Y medium,foundation work magic not high coverage foundation natural cover pigmentation dark circle finishing superb nykaa
10263,142,U10263,5.0,Kay beauty foundation 120Y,suited greasy hrs wear
10264,142,U10264,5.0,Great foundation,foundation speak quality blend though hydrating foundation suit oily selection manageable due naming pattern
10265,142,U10265,5.0,Good coverage,coverage foundation dewey
10266,142,U10266,5.0,Awesome,texture dewy flawless
10267,142,U10267,5.0,PERFECT,maybelline sun beige mac nc foundation
10268,142,U10268,5.0,So hydrating i just loved it,heaven super texture soothing fan kay
10269,142,U10269,5.0,Perfect,foundation dry hydrate finish natural price affordable foundation clean downside not spf
10270,142,U10270,5.0,Hand Down The Best!,stop obsessing foundation glad decide invest kay foundation slightly expensive side beginner trust worth penny hydrating light weight foundation coverage light medium build dewy natural finish
10271,142,U10271,5.0,130Y medium,hydrating foundation apply everyday care properties nykka
10272,142,U10272,5.0,Perfect match to my skin tone,dewy finish foundation full coverage apply coat extra tge finish end result natural glowy
10273,142,U10273,5.0,Best foundation,suggest trust foundation
10274,142,U10274,5.0,Beautiful foundation!!,hydrating foundation dry mature exact match nc finish buildable hat kay excellent formula nykaa early delivery
10275,142,U10275,5.0,110N-light,foundation blend hydrating
10276,142,U10276,5.0,Very natural finish,equal mix match
10277,142,U10277,5.0,Best foundation with perfect shine,alot foundation worked blend not leave patchy wear buy light
10278,142,U10278,5.0,Worth the buy!,everyday office super favourite foundation
10279,142,U10279,5.0,Hydrating and perect match.,foundation leave no white spot blend perfectly not form bump watery matte finish
10280,142,U10280,5.0,Awesome for dry skin,hve foundation lyk maybelline face milani lakme mac bt dry belive dry people wl
10281,142,U10281,5.0,I love you KAY😻,superb finish mac easily
10282,142,U10282,5.0,Must try,awesome easily blend light natural foundation
10283,142,U10283,5.0,Good hydrating product,hydration achieve glossy makeup careful selecting foundation
10284,142,U10284,5.0,Must have,foundation kay beauty worth money
10285,142,U10285,5.0,Perfect,foundation swear worried fot party casual coat
10286,142,U10286,5.0,Super hydrating!!,foundation easily blend build fyi combination work
10287,142,U10287,5.0,Phenomenal Foundation,absolutely foundation medium buildable coverage leave healthy glowing price justified luxurious packaging quality recommend foundation reading however point problematic oily skinned people summer dewy finish winter summer
10288,142,U10288,5.0,Good one,light
10289,142,U10289,5.0,Loved Kay Beauty!,hard finding foundation matched not breakout kay beauty foundation super hydrating stay coverage day oily dewy not greasy encourage people
10290,142,U10290,5.0,foundation,coverage soo sun exposure
10291,142,U10291,5.0,Kay and Nykaa,natural no face show real glow
10292,142,U10292,5.0,It's actually hydrating,texture not dry flawless bought bit darker mixed lighter buy
10293,142,U10293,5.0,Loved this foundation,big bottle finish foundation light weight medium full coverage foundation
10294,142,U10294,5.0,Amazing,formulation feel finish
10295,142,U10295,5.0,Very nice,hydrating not cacky yellow tan dry
10296,142,U10296,5.0,Amazing,foundation lightweight hydrating glowing feel tint finish highly recommended dry
10297,142,U10297,5.0,Very hydrating foundation 💓,hydrating glowing foundation daily
10298,142,U10298,5.0,155y Tan,wanted medium low coverage hydrating
10299,142,U10299,5.0,Super formula,kay beauty developed keeping indian mind slightly wheatish fair not find foundation budget not leave white cast life saver bit inside quantity wise blend easily stay fuss
10300,142,U10300,5.0,Amazinggggg!!!,foundation everr firstly foundation base skin's undertone missing high price brand soo hydrating not feel lastly blend smoothly dnt pay effort bobby brown bt
10301,142,U10301,5.0,125 shade is suitable for medium complexion,blend perfectly
10302,142,U10302,5.0,Super hydrating,texture light weight extremely hydrating
10303,142,U10303,5.0,Very good for dry skin,dry
10304,142,U10304,5.0,Great one,feel lite merges
10305,142,U10305,5.0,"Nice texture.,",kudos katrina inclusive creating diverse indian wake celebrity india acting appropriately guess refine personality texture
10306,142,U10306,5.0,135N Medium,coverage foundation hydrating
10307,142,U10307,5.0,Amazing foundation,foundation dry light medium coverage
10308,142,U10308,5.0,Amazing😍,
10309,142,U10309,5.0,Woow,foundation packaging woow foundation awesome purchase nykaa kay
10310,142,U10310,5.0,My go to foundation from now 135N,recommended formula repurchase
10311,142,U10311,5.0,Nice one❤️,foundation hydrating foundation feel comfortable nc matches perfectly thing not coverage apply atleast layer foundation medium coverage although build foundation
10312,142,U10312,5.0,Sheer to medium coverage hydrating foundation,foundation hydrating sheer coverage foundation buildable medium coverage foundation foundation matches fair yellow undertone
10313,142,U10313,5.0,Must have,foundation perfectly matched skintone not heavy foundation
10314,142,U10314,5.0,I love this foundation😘,medium matches perfectly foundation everyday
10315,142,U10315,5.0,Best foundation,dewy flawless heavy coverage light medium build easily favourite no
10316,142,U10316,5.0,In love with this.,light weight foundation range glide butter
10317,142,U10317,5.0,Kay beauty hydrating foundation 120Y light,finally foundation matching skintone pigmented wanted yellow pink fine foundation medium
10318,142,U10318,5.0,I love Katrina and her products never disappoint me,ordered light lighter meduim drop point hv applied hydrating easily blend dry normal opened package foundation protective quantity pump buy
10319,142,U10319,5.0,Best foundation ever,light foundation easily blend dry sensitive
10320,142,U10320,5.0,10-Oct,foundation hydrating blend
10321,142,U10321,5.0,Omg,kay beauty foundation foundation natural not
10322,142,U10322,5.0,Nc 45,nc seemless finish texture light foundation maybelline fit dry people's
10323,142,U10323,5.0,What a glow,glow dewy not matte light weight texture
10324,142,U10324,5.0,Awesome product,matches
10325,142,U10325,5.0,Amazed 😻😻😻,wearing foundation kay beauty setting powder worked fit work not feel dry setting face kay beauty loose powder
10326,142,U10326,5.0,Love this♡♡♡♡,guy not negative comment coz point brought wrong guys portion texture easily blended not tht hard blend tap tap blended brush foundation yellow undertone not oily not dry sensitive guy medium coverage foundation daily people
10327,142,U10327,5.0,120y,kay beauty foundation nykaa
10328,142,U10328,5.0,Kay Beauty Hydrating Foundation,absolutely foundation texture dry highly recommended
10329,142,U10329,5.0,Nice,light coverage foundation
10330,142,U10330,5.0,Perfect,buy texture
10331,142,U10331,5.0,Beautiful finish,foundation sheer medium coverage daily
10332,142,U10332,5.0,130ymediun,scared buying super happy tha kay beauty wise range nykaa super fast safe delivery
10333,142,U10333,5.0,Awesome,bottle ordered light weight fragrance free kind surely recommend
10334,142,U10334,5.0,Kay beauty foundation 110 N light,match skintone oily type suit mac
10335,142,U10335,5.0,A Must Buy,prefer dry sensitive people foundation pump daily basis college no breakouts no damage blend buyed november bottle lasted april buy
10336,142,U10336,5.0,105ylight,
10337,142,U10337,5.0,Best foundation ever,hand hydrating foundation not back foundation not feel applied lot makeup
10338,142,U10338,5.0,Loved it,bought mom hope st kay beauty
10339,142,U10339,5.0,A BEAUTIFUL HYDRATING FINISH!,foundation suitable nc blend ashy super lightweight sheer medium coverage foundation lot coverage not foundation super dewy itt
10340,142,U10340,5.0,The foundation shade I wanted,not find match foundation foundation no foundation maybelline not matches give pump kay beauty maybelline foundation similar apply face difference kay beauty yellow maybelline kind reddish brown maybelline dark not difficult find actual match foundation dusky brown girl online buying honest buy foundation maybelline waste mall fair girl bad
10341,142,U10341,5.0,Goood,hydrating fix
10342,142,U10342,5.0,Amazing quality,quality foundation not wear hour job price range dewy crave problem bought darker buy
10343,142,U10343,5.0,Very natural looking,not coverage damn natural
10344,142,U10344,5.0,140P medium,dry not fry natural finish no makeup
10345,142,U10345,5.0,Everyday kinda foundation,light weight sheer medium coverage foundation food everyday usage no makeup makeup imperfection visible foundation
10346,142,U10346,5.0,Great for everyday,light weight tint foundation
10347,142,U10347,5.0,Good product,suit texture moisturise guy
10348,142,U10348,5.0,Favorite,favorite foundation not high coverage foundation hydrate glowy thing bit darker medium
10349,142,U10349,5.0,Kay Beaut is bomb !,pleased sheer coverage light diy hack yellow undertone medium fair
10350,142,U10350,5.0,Very foundation,foundation medium coverage
10351,142,U10351,5.0,160P Tan - Perfect Match❤️,neutral cool pink undertone hardly matches yellow ashy matched perfectly not picture wearing foundation side face wake face not moisturise no concealer powder sitting foundation liquid blush foundation happy buy
10352,142,U10352,5.0,140P medium Kay Liquid foudation is just awesome,fair red sensitive not finally happy purchase kay foundation awesome quality reasonable price work smoothly
10353,142,U10353,5.0,145 N Medium,foundation blend foundation dry eyeshadow stick free gift nykaa kay beauty
10354,142,U10354,5.0,Very hydrating,full coverage foundation dewy
10355,142,U10355,5.0,Just perfect,blend beautifully full coverage not feel heavy
10356,142,U10356,5.0,Very light weight and gives a beautiful shine to your face,foundation side light-medium coverage face applied give full coverage trail basis applied light medium coverage leave side natural face foundation
10357,142,U10357,5.0,Love this foundation,foundation dry girl lovely texture not cakey primer staying power absolutely
10358,142,U10358,5.0,A sheer foundation,coverage not finish cover blemishes thick concealer
10359,142,U10359,5.0,Smooth application without side effects,easily glide give desire dewy finish set compact lasting effect coverage medium
10360,142,U10360,5.0,Perfect shade for Fitme 220,finish longivity
10361,142,U10361,5.0,Lovely experience,lovely katrina making foundation
10362,142,U10362,5.0,130 Y Medium,hydrating blendable bought foundation
